,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateTimeStamp,updateYear,address,geolatitude,geolongitude,latitude,longitude
45,1000062,82nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,E 82nd St. - 1st & York Ave,New York,New York,New York,10028,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:30 PM;,,,,,,,-73.95009,40.773749,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/13 10:50,2013-07-24 10:50:00,2013,"E 82nd St. - 1st & York Ave, New York, New York 10028",,,40.773749,-73.95009
46,1008391,84 west farmers market (Dothan),,,,,,,Dothan,Houston,Alabama,,06/06/2013 to 08/08/2013,Thu: 3:00 PM-6:00 PM;,,,,,,,-85.44994399999999,31.232252000000003,,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/15/14 9:29,2014-03-15 09:29:00,2014,,46.3144754,11.0480288,31.232252000000003,-85.44994399999999
47,1001961,8th Avenue City Farmers Market,,,,,,8th Ave & 2nd St SE,Cedar Rapids,Linn,Iowa,52401,May to October,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,,,,,,,-91.66265340000001,41.972837,Local government building grounds,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/25/12 13:17,2012-04-25 13:17:00,2012,"8th Ave & 2nd St SE, Cedar Rapids, Iowa 52401",,,41.972837,-91.66265340000001
48,1000063,92nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,10128,06/23/2013 to 11/24/2013,Sun: 9:00 AM-4:00 PM;,,,,,,,-73.946421,40.780931,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/13 10:43,2013-07-24 10:43:00,2013,"1st Ave - E 92nd & 93 Sts., New York, New York 10128",,,40.780931,-73.946421
49,1000064,97th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,W 97 St. & Columbus,New York,New York,New York,10025,01/01/2013 to 12/31/2013,Fri: 8:00 AM-2:00 PM;,,,,,,,-73.967012,40.79356,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/13 10:39,2013-07-24 10:39:00,2013,"W 97 St. & Columbus, New York, New York 10025",,,40.79356,-73.967012
50,1011989,9th and Grand Farmers Market,http://Farmtoforkks.com,,,,,304 West Grand Avenue,Salina,Saline,Kansas,67401,05/10/2016 to 09/27/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-97.6117504,38.8528359,,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,5/28/16 15:39,2016-05-28 15:39:00,2016,"304 West Grand Avenue, Salina, Kansas 67401",,,38.8528359,-97.6117504
51,1000986,9th West Farmers Market/People's Market ,http://www.9thwestfarmersmarket.org,https://www.facebook.com/9thwestfarmersmarket,https://twitter.com/peoplesmarket,,,1060 South 900 West,SALT LAKE CITY,Salt Lake,Utah,84110,05/12/2013 to 10/20/2013,Sun: 9:00 AM-2:00 PM;,06/26/2016 to 08/01/2016,,,,,,-111.9195223,40.7470177,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,6/28/16 1:05,2016-06-28 01:05:00,2016,"1060 South 900 West, SALT LAKE CITY, Utah 84110",40.746319,-111.916924,40.746319,-111.916924
52,1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,Lee Rd. Farm,Boynton Beach ,Palm Beach,Florida,33473,,,,,,,,,-80.221052,26.489351,,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,9/29/14 13:37,2014-09-29 13:37:00,2014,"Lee Rd. Farm, Boynton Beach , Florida 33473",,,26.489351,-80.221052
53,1001683,A Better Choice Bakery & Market,,https://www.facebook.com/nottinghamfarmersmarket,,,,27 W Potomac Street,Brunswick,Frederick,Maryland,21716,January to December,Mon:12:00 PM - 5:00 PM;Tue:12:00 PM - 5:00 PM;Wed:12:00 PM - 5:00 PM;Thu:12:00 PM - 5:00 PM;Fri:12:00 PM - 5:00 PM;Sat:10:00 AM - 5:00 PM;sun:12:00 PM - 5:00 PM;,,,,,,,-77.6277075,39.313066,Co-located with wholesale market facility,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/3/12 17:01,2012-05-03 17:01:00,2012,"27 W Potomac Street, Brunswick, Maryland 21716",39.3131266,-77.6278262,39.3131266,-77.6278262
54,1009004,A Growers' Market,,,,,,229 Lake Ella Drive,Tallahassee ,Leon,Florida,32303,01/01/2014 to 12/31/2014,Wed: 3:00 PM-6:30 PM;,,,,,,,-84.2792304,30.462471299999997,Other,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,5/6/14 22:28,2014-05-06 22:28:00,2014,"229 Lake Ella Drive, Tallahassee , Florida 32303",30.46230495,-84.2798850497287,30.46230495,-84.2798850497287
55,1001887,AAFFA Community Farmers Market,,https://www.facebook.com/pages/Anderson-Area-Farm-Food-Association/431344110224404,,,,402 North Murray Avenue,Anderson,Anderson,South Carolina,29624,05/06/2014 to 09/23/2014,Tue: 5:00 PM-8:00 PM;,,,,,,,-82.652159,34.506706,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,4/8/14 13:54,2014-04-08 13:54:00,2014,"402 North Murray Avenue, Anderson, South Carolina 29624",34.50593326339899,-82.6523934658267,34.50593326339899,-82.6523934658267
56,1007585,AAMC Farmers's Market,,,,,,"2001 Medical Parkway, Sajak Pavilion",Annapolis,Anne Arundel,Maryland,21401,,,,,,,,,-76.6123,39.006,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/11 23:54,2011-07-23 23:54:00,2011,"2001 Medical Parkway, Sajak Pavilion, Annapolis, Maryland 21401",,,39.006,-76.6123
57,1009028,ABBEVILLE FARMERS MARKET,,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,,,,Kirkland Street,Abbeville ,Henry,Alabama,,06/06/2014 to 07/25/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-85.250365,31.571271000000003,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/14 19:27,2014-04-05 19:27:00,2014,,46.3144754,11.0480288,31.571271000000003,-85.250365
58,1004573,Abbeville Farmers Market,,,,,,118 Trinity Street at Livery Stable,Abbeville,Abbeville,South Carolina,29620,06/06/2013 to 10/04/2013,Thu: 4:00 PM-8:00 PM;Fri: 7:00 AM-12:00 PM;,,,,,,,-82.38024200000001,34.177429,Local government building grounds,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/11/13 13:41,2013-07-11 13:41:00,2013,"118 Trinity Street at Livery Stable, Abbeville, South Carolina 29620",,,34.177429,-82.38024200000001
59,1004598,Abbotsford Farmers Market,,,,,,1011 East Spruce St.,Abbotsford,Clark,Wisconsin,54405,May to October,Tue:1:30 PM - 5:30 PM;,,,,,,,-90.30714499999999,44.945665000000005,Private business parking lot,N,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/7/12 10:47,2012-05-07 10:47:00,2012,"1011 East Spruce St., Abbotsford, Wisconsin 54405",44.9457655,-90.3182079,44.9457655,-90.3182079
60,1003865,Abbott Northwestern Farmers Market,http://www.iatp.org/minimarkets,,,,,800 E 28th St,Minneapolis,Hennepin,Minnesota,,,,,,,,,,-93.2629,44.9556,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 26 2010 11:24PM,2010-05-26 23:24:00,2010,,46.3144754,11.0480288,44.9556,-93.2629
61,1002947,Aberdeen Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,,,,,"2nd Ave., S.E. & S. Lincoln Street",Aberdeen,Brown,South Dakota,57401,,,,,,,,,-98.4866,45.4631,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"2nd Ave., S.E. & S. Lincoln Street, Aberdeen, South Dakota 57401",,,45.4631,-98.4866
62,1004031,Abilene Farmers Market,,,,,,East 1st & Buckeye St.,Abilene,Dickinson,Kansas,67410,,,,,,,,,-97.2139,38.9153,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"East 1st & Buckeye St., Abilene, Kansas 67410",,,38.9153,-97.2139
63,1010487,Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,https://www.facebook.com/abingdonfarmersmarket,,,,Corner of Remsburg Drive & Cummings St,Abingdon ,Washington,Virginia,24210,04/16/2016 to 11/22/2016,Tue: 3pm-6pm;Sat: 8am-1pm;,11/26/2016 to 12/24/2016,Sat: 10:00 AM-12:00 PM;,01/02/2016 to 04/09/2016,Sat: 10:00 AM-12:00 PM;,,,-81.977094,36.708934,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3/2/16 10:20,2016-03-02 10:20:00,2016,"Corner of Remsburg Drive & Cummings St, Abingdon , Virginia 24210",,,36.708934,-81.977094
64,1000065,Abingdon Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,W12 St. & 8th Ave,New York,New York,New York,10014,01/01/2013 to 12/31/2013,Sat: 8:00 AM-2:00 PM;,,,,,,,-74.00528,40.737177,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/13 10:36,2013-07-24 10:36:00,2013,"W12 St. & 8th Ave, New York, New York 10014",,,40.737177,-74.00528
65,1006988,Abington,http://www.abingtonsage.com,,,,,362 Plymouth Street,Abington,Plymouth,Massachusetts,2351,07/13/2013 to 09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-70.9369,42.119,Local government building grounds,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/14/14 10:44,2014-03-14 10:44:00,2014,"362 Plymouth Street, Abington, Massachusetts 2351",42.11907843946944,-70.93682273634737,42.11907843946944,-70.93682273634737
66,1007070,Abington Farmers Market,,,,,,12055 Rose Drove,Clarks Summit,Lackawanna,Pennsylvania,,,,,,,,,,-75.7746,41.425,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,41.425,-75.7746
67,1011313,Abita Springs Farmers Market,,https://www.facebook.com/pages/Abita-Springs-Farmers-Market/480144062040727,,,,22049 Main St.,Abita Springs,St. Tammany,Louisiana,70420,01/01/2016 to 12/01/2016,Sun: 12:00 AM-4:00 PM;,,,,,,,-90.03891290000001,30.4793215,,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,6/30/16 13:50,2016-06-30 13:50:00,2016,"22049 Main St., Abita Springs, Louisiana 70420",30.479227873466872,-90.03800949775028,30.479227873466872,-90.03800949775028
68,1004762,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,,,,,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,,10/25/2014 to ,Sat: 7:00 AM-12:00 PM;,,,,,,,-106.56583799999999,35.103988,Other,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/5/14 14:51,2014-06-05 14:51:00,2014,,46.3144754,11.0480288,35.103988,-106.56583799999999
69,1009543,ABV Farm Market,http://www.appleblossomvillage.com/,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,,,,690 Allegheny Road,Mount Bethe,,Pennsylvania,18343,,,,,,,,,-75.0998,40.8743,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01 00:00:00,2013,"690 Allegheny Road, Mount Bethe, Pennsylvania 18343",,,40.8743,-75.0998
70,1002108,Acadia Farmers' Market in Town Hill,,www.Facebook.com/AcadiaFarmersMarket,,,,,Town Hill,Hancock,Maine,,,,,,,,,,-68.9716,44.5908,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,44.5908,-68.9716
71,1007575,Acadiana Farmers Market,,,,,,801 Foreman Drive,Opelousas,Lafayette,Louisiana,70570,,,,,,,,,-92.0634,30.2147,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,"801 Foreman Drive, Opelousas, Louisiana 70570",,,30.2147,-92.0634
72,1005122,Ace Farmers Market,,,,,,115 Black River Blvd,Rome,Oneida,New York,,,,,,,,,,-75.4541,43.2098,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,43.2098,-75.4541
73,1008461,Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,RR1 Box 146,Birch Tree,Shannon,Missouri,65438,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,,,,,,,-91.492638,36.991165,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,-,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/25/13 15:20,2013-06-25 15:20:00,2013,"RR1 Box 146, Birch Tree, Missouri 65438",,,36.991165,-91.492638
74,1011180,Acreage Green Market,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,,,,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,33470,05/31/2015 to 05/29/2016,Sun: 9:00 AM-2:00 PM;,6/7/15,Sun: 9:00 AM-1:00 PM;,,,,,-80.263351,26.775639,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,5/21/15 2:02,2015-05-21 02:02:00,2015,"6701 140th Ave. North, Loxahatchee, Florida 33470",26.750172,-80.2634831,26.750172,-80.2634831
75,1003469,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,,,,,1 Pearl St,Acton,Middlesex,Massachusetts,1720,"June 19, 2012 to October 21, 2012",sun:10:00 AM - 1:00 PM;,,,,,,,-71.47415,42.47518,Closed-off public street,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/24/12 13:08,2012-05-24 13:08:00,2012,"1 Pearl St, Acton, Massachusetts 1720",42.4752709,-71.4741216,42.4752709,-71.4741216
76,1018003,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,www.facebook.com/pages/Acushnet-Farmers-Market,,,http://instagram.com/Acushnetfarmersmarket,186 Leonard Street,Acushnet,Bristol,Massachusetts,2743,06/03/2017 to 09/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.900856,41.7200523,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/18/17 19:04,2017-05-18 19:04:00,2017,"186 Leonard Street, Acushnet, Massachusetts 2743",41.72004015,-70.9008563463623,41.72004015,-70.9008563463623
77,1007519,Acworth Farmers Market,,,,,,Main and Lemon Streets,Acworth,Cobb,Georgia,,,,,,,,,,-84.6767,34.0657,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,34.0657,-84.6767
78,1001393,Ada Farmer's Market,,,,,,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820,04/01/2010 to 11/31/2010,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,-96.679869,34.773589,Private business parking lot,N,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/2/14 10:18,2014-04-02 10:18:00,2014,"12th Street and Townsend, Ada, Oklahoma 74820",34.7776788,-96.6803001,34.7776788,-96.6803001
79,1001083,Ada Farmers' Market,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,https://twitter.com/AdaFarmersMkt,,,7239 Thornapple River Dr.,Ada,Kent,Michigan,49301,06/09/2015 to 10/27/2015,Tue: 11:00 AM-4:00 PM;,,,,,,,-85.4889683,42.955371500000005,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,3/19/15 11:44,2015-03-19 11:44:00,2015,"7239 Thornapple River Dr., Ada, Michigan 49301",,,42.955371500000005,-85.4889683
80,1006969,AdairCo Farmers Market,,,,,,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,Adair County,Kentucky,,,,,,,,,,-85.29700000000001,37.1043,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,37.1043,-85.29700000000001
81,1010467,Adairsville Farmers' Market,http://www.adairsvillefarmersmarket.com,Adairsville Farmers Market,,,,7446 Ga 140,Adairsville,Bartow,Georgia,30103,06/07/2014 to 09/27/2014,Sun: 8:00 AM-11:30 PM;,,,,,,,-84.929569,34.375727000000005,Private business parking lot,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/7/14 10:08,2014-08-07 10:08:00,2014,"7446 Ga 140, Adairsville, Georgia 30103",34.3778974,-84.908722,34.3778974,-84.908722
82,1017937,Adams County Farmers' Market Association (PA),http://acfarmersmarkets.org,Adams County Farm Fresh Markets,,,Instagram: Adams County Farm Fresh,103 Carlisle Street ,Gettysburg borough,Adams,Pennsylvania,17325,,Thu: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-77.22934000000001,39.834024,,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,4/25/17 15:03,2017-04-25 15:03:00,2017,"103 Carlisle Street , Gettysburg borough, Pennsylvania 17325",,,39.834024,-77.22934000000001
83,1011322,Adams County Farmers' Market Association (PA),http://www.acfarmersmarkets.org,Adams County Farm Fresh Markets,,,,Lincoln Square ,Gettysburg,Adams,Pennsylvania,17325,5/19/16,Thu: 2:00 PM-6:00 PM;,,,,,,,-77.23076400000001,39.830706,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,6/27/16 16:23,2016-06-27 16:23:00,2016,"Lincoln Square , Gettysburg, Pennsylvania 17325",39.8307944,-77.2309769,39.8307944,-77.2309769
84,1010354,Adams Farmers' & Artisans' Market,,https://www.facebook.com/Adams.Farmers.Market,,,,Adams Visitors Center  3 Hoosac St,Adams,Berkshire,Massachusetts,1220,07/13/2014 to 09/14/2014,Sun: 11:00 AM-2:00 PM;,,,,,,,-73.118003,42.6244919,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/8/14 11:11,2014-07-08 11:11:00,2014,"Adams Visitors Center  3 Hoosac St, Adams, Massachusetts 1220",42.624722000000006,-73.11797975083664,42.624722000000006,-73.11797975083664
85,1018278,Adams Morgan Farmer Market,http://www.lickingcreekbendfarm.com,https://www.facebook.com,,,https://www.instagram.com/lickingcreekbendfarm/,"18th Street and Columbia Rd, NW","Washington, DC",District of Columbia,District of Columbia,20009,,Sat: 8:00 AM-1:00 PM;,,,,,,,-77.04266740000001,38.9226795,,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,6/21/17 9:33,2017-06-21 09:33:00,2017,"18th Street and Columbia Rd, NW, Washington, DC, District of Columbia 20009",,,38.9226795,-77.04266740000001
86,1008961,Adaptations' Fresh Feast,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,,http://instagram.com/adaptationskona,79-7500 Mamalahoa Highway,Kealakekua,Hawaii,Hawaii,96750,01/01/2013 to 12/31/2013,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,,,,,,,-155.923558,19.525757000000002,Co-located with wholesale market facility,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/13/14 17:13,2014-03-13 17:13:00,2014,"79-7500 Mamalahoa Highway, Kealakekua, Hawaii 96750",,,19.525757000000002,-155.923558
87,1005109,Added Value Farm Stand at Governors Island,,,,,,Gresham Rd,Brooklyn,Kings,New York,11231-1235,,,,,,,,,-74.0231,40.6875,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,"Gresham Rd, Brooklyn, New York 11231-1235",,,40.6875,-74.0231
88,1002464,Addison Farmers Market,,,,,,One Friendship Plaza,Addison,DuPage,Illinois,60101,,,,,,,,,-87.9934,41.9321,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"One Friendship Plaza, Addison, Illinois 60101",41.9330639,-87.9938847,41.9330639,-87.9938847
89,1005741,Adel Farmers Market,,,,,,Courthouse Square,Adel,Dallas,Iowa,50830,,,,,,,,,-94.0175,41.6144,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Courthouse Square, Adel, Iowa 50830",41.6177659,-94.0180087,41.6177659,-94.0180087
90,1005272,Adelanto Stadium Farmers Market,,,,,,Hwy 395 & Rancho Drive,Victorville,San Bernardino,California,92392,,,,,,,,,-117.405,34.5593,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Hwy 395 & Rancho Drive, Victorville, California 92392",,,34.5593,-117.405
91,1012288,Adrian Farmers Market,,,,,,115 Toledo Street,Adrian ,Lenawee,Michigan,49221,05/07/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.034589,41.900169,,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,7/6/16 21:49,2016-07-06 21:49:00,2016,"115 Toledo Street, Adrian , Michigan 49221",41.899689,-84.03361714285714,41.899689,-84.03361714285714
92,1011214,Aenon Baptist Church Farm Stand,,,,,,175 Genesee Street,Rochester,Monroe,New York,14611,,Wed: 11:00 AM-2:00 PM;,,,,,,,-77.63607640000001,43.1466026,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/15 9:24,2015-06-08 09:24:00,2015,"175 Genesee Street, Rochester, New York 14611",43.14682735,-77.6367699228912,43.14682735,-77.6367699228912
93,1008667,Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,,,,,5401 Village Dr,Concord,Cabarrus,North Carolina,28027,01/01/2013 to 12/31/2013,Thu: 4:00 PM-7:00 PM;,,,,,,,-80.670172,35.414038,Other,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/13 13:53,2013-06-27 13:53:00,2013,"5401 Village Dr, Concord, North Carolina 28027",,,35.414038,-80.670172
94,1007586,AGH Wellness Committee Farmer's Market,,,,,,9733 Healthway Drive,Berlin,Worcester,Maryland,21811,,,,,,,,,-75.2113,38.3388,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/11 23:58,2011-07-23 23:58:00,2011,"9733 Healthway Drive, Berlin, Maryland 21811",38.33948545,-75.21148694436326,38.33948545,-75.21148694436326
